Year,AvgHousePrice,NumBedroom
2015,185953.56415640985,2
2016,198288.6090074235,2
2017,213956.9417959545,2
2018,229112.99377686717,2
2019,239786.73296458533,2
2020,256646.17507053635,2
2021,295696.2891500123,2
2022,329636.60635555704,2
2023,349073.7531355783,2
2024,366477.7343085407,2
2000,84901.8312768906,2
2001,92246.56942467942,2
2002,95806.8381056666,2
2003,94929.1074525854,2
2004,93383.83864104426,2
2005,98154.42391322464,2
2006,107918.67992064248,2
2007,112419.95117152335,2
2008,104920.7587629255,2
2009,88197.99842405418,2
2010,82696.84442834795,2
2011,77374.07204667675,2
2012,77051.73894188053,2
2013,79341.43518658448,2
2014,82639.27236901235,2
2015,86463.0149781291,2
2016,91964.7217452652,2
2017,96504.92771362924,2
2018,103092.06311982182,2
2019,109720.37097970142,2
2020,118032.30548583074,2
2021,138645.41889582766,2
2022,167603.93870128854,2
2023,179431.75931105728,2
2024,184750.0160628032,2
2006,107065.51801374352,2
2007,109122.255328351,2
2008,116289.96607661914,2
2009,112786.49798434968,2
2010,111925.83805082302,2
2011,111441.98727740654,2
2012,114027.76715414732,2
2013,119603.816857496,2
2014,119942.63339005536,2
2015,123367.72649576564,2
2016,120224.81470607904,2
2017,125535.54935197475,2
2018,132418.39983061908,2
2019,138782.78478796824,2
2020,147704.03845838972,2
2021,167413.65736275213,2
2022,191773.44455191772,2
2023,199464.1468427142,2
2024,202875.3612280896,2
2000,62061.59395981758,2
2001,64772.56415323668,2
2002,66093.5355661501,2
2003,68214.45401812956,2
2004,69930.76366796931,2
2005,73635.92603270548,2
2006,78511.33291017434,2
2007,82341.92568328511,2
2008,81687.23132583368,2
2009,77628.23911124509,2
2010,75514.83926849562,2
2011,72649.47627006819,2
2012,71502.61625673337,2
2013,71972.96332389076,2
2014,74634.10867532776,2
2015,77986.07096120433,2
2016,83336.9297702008,2
2017,89746.24212857458,2
2018,98612.49734035188,2
2019,106713.33992650131,2
2020,117195.7901303408,2
2021,142496.7582698689,2
2022,176662.17451462167,2
2023,187262.4694585566,2
2024,193868.44868323853,2
2000,66385.85535126898,2
2001,69318.36506190794,2
2002,69894.46328332974,2
2003,71391.22695089711,2
2004,74563.29080482636,2
2005,77494.05497846036,2
2006,84683.13919442325,2
2007,84931.77306332576,2
2008,85115.34875928455,2
2009,75184.84102721,2
2010,73310.54267045976,2
2011,71824.8596532015,2
2012,71670.92494341951,2
2013,73250.05125114725,2
2014,77816.0223148324,2
2015,82363.20177881683,2
2016,86484.6144377509,2
2017,90687.68439875216,2
2018,97326.3434436092,2
2019,103434.53465128456,2
2020,111905.50845200288,2
2021,130695.9281225889,2
2022,152059.0146549081,2
2023,155727.11080407634,2
2024,155624.33652408433,2
2000,124906.80522652953,2
2001,130022.6440135926,2
2002,130306.76738841271,2
2003,129679.5228702642,2
2004,130284.4104381179,2
2005,135415.35056753183,2
2006,143996.87836037768,2
2007,158344.82161222308,2
2008,163284.31576284676,2
2009,153039.33375843512,2
2010,142304.1202783342,2
2011,131603.9097708474,2
2012,131678.4119315573,2
2013,143169.66783115512,2
2014,151179.4428483398,2
2015,161214.4696587418,2
2016,165604.25260026057,2
2017,180290.5446546623,2
2018,200047.69411714296,2
2019,217646.465933998,2
2020,239052.082466114,2
2021,295837.29345962394,2
2022,360800.44914461655,2
2023,356527.18193031376,2
2024,359688.1153996618,2
2000,73806.4187595675,2
2001,79043.9504764133,2
2002,84942.63196232995,2
2003,92822.68184150691,2
2004,106241.9681929564,2
2005,125357.6704742155,2
2006,138447.36058715498,2
2007,139532.39762722058,2
2008,132521.27522555462,2
2009,119964.44803428164,2
2010,115830.72359493436,2
2011,111765.56193511595,2
2012,111420.6563907367,2
2013,109565.12425968757,2
2014,110873.20321399377,2
2015,112557.12718855467,2
2016,115499.50856575576,2
2017,119536.32306824712,2
2018,125196.0047826438,2
2019,130849.21786492776,2
2020,139994.63735179382,2
2021,157646.29512735928,2
2022,176219.83661215036,2
2023,188426.180342759,2
2024,194416.06069525192,2
2000,81055.18775899663,2
2001,86842.53765330544,2
2002,94412.69098268572,2
2003,102465.3476275288,2
2004,113117.18750082784,2
2005,126378.4588735036,2
2006,138990.98553488497,2
2007,145904.51625560736,2
2008,145739.1361708804,2
2009,145453.32859987006,2
2010,146300.1507955554,2
2011,146265.31453195153,2
2012,148643.3746399363,2
2013,152176.4184188326,2
2014,155247.06258746344,2
2015,158147.775075617,2
2016,161224.7093109025,2
2017,170058.19318109425,2
2018,178434.64979597053,2
2019,183176.87348958073,2
2020,192221.1397401396,2
2021,224341.562736292,2
2022,262432.02881534037,2
2023,280763.7583044897,2
2024,289427.5330254664,2
2000,114244.33018147072,2
2001,117155.7940046644,2
2002,121978.31544959125,2
2003,129625.94772891852,2
2004,140466.62873511447,2
2005,160826.6754802242,2
2006,185728.05449127927,2
2007,203400.79506241897,2
2008,201528.3592399539,2
2009,168092.05848673423,2
2010,157848.16683483066,2
2011,146652.63458010467,2
2012,141516.35057082723,2
2013,145177.68026759994,2
2014,150992.35924385983,2
2015,159969.25901583795,2
2016,176397.18598276508,2
2017,195971.1310447174,2
2018,219237.78783017,2
2019,238554.61415082,2
2020,264922.96568115643,2
2021,317582.8780863982,2
2022,361909.4382276347,2
2023,357782.98676138115,2
2024,361195.4011849403,2
2000,78065.21512856847,2
2001,85549.74085129568,2
2002,89208.86268562698,2
2003,94400.23875393132,2
2004,101514.71792923693,2
2005,110373.28951270189,2
2006,113014.77379481096,2
2007,113885.78803024771,2
2008,111360.9844578636,2
2009,101191.72040151915,2
2010,96688.78150970698,2
2011,90921.59424036424,2
2012,88182.84853019571,2
2013,90248.72130577064,2
2014,93825.25355059572,2
2015,97074.91530719696,2
2016,102063.609277047,2
2017,109249.068604438,2
2018,118615.97427949612,2
2019,127966.94848732826,2
2020,137091.5454785549,2
2021,155818.1827599666,2
2022,173188.99696610885,2
2023,187479.12584339807,2
2024,195704.33983562377,2
2000,43467.65169028845,2
2001,45787.51359784633,2
2002,47180.563515689,2
2003,48972.363484094894,2
2004,51020.935771378914,2
2005,55086.51927425172,2
2006,58618.83609590862,2
2007,60863.14971803254,2
2008,62394.0558035773,2
2009,61595.7495415034,2
2010,59964.95087333952,2
2011,59100.75728963647,2
2012,59418.00894781884,2
2013,61579.60360635666,2
2014,63354.25216379645,2
2015,66665.31946914797,2
2016,68893.033626288,2
2017,69725.5588066124,2
2018,72927.78498110449,2
2019,73959.59260756471,2
2020,76478.6126932762,2
2021,86820.249608836,2
2022,94075.4788857685,2
2023,99153.04081909236,2
2024,102423.5663350424,2
2002,88627.59346292961,2
2003,91700.37423077124,2
2004,99464.05316867928,2
2005,108842.4769730278,2
2006,115120.37203348588,2
2007,122121.0286866048,2
2008,126996.63934890492,2
2009,173226.47519196064,2
2010,172611.8195753974,2
2011,159350.43575645823,2
2012,159689.08567467143,2
2013,164484.61187966046,2
2014,168768.77110588594,2
2015,178826.6636638637,2
2016,186897.70475192944,2
2017,191613.2877789387,2
2018,198172.59806785596,2
2019,207704.1049318132,2
2020,221072.67616713812,2
2021,256332.2440001085,2
2022,297999.3777111174,2
2023,313633.94218746957,2
2024,320233.5657879994,2
2000,139914.99465621854,3
2001,163189.2318303808,3
2002,178620.00339745104,3
2003,187386.90227913216,3
2004,200367.76502438175,3
2005,231096.1726517175,3
2006,255124.32611174675,3
2007,267026.41551079735,3
2008,269222.1553023231,3
2009,267276.45204663486,3
2010,266759.4828815279,3
2011,265275.4888496549,3
2012,266342.0087057043,3
2013,280881.45227680914,3
2014,285906.404871967,3
2015,297103.1887791107,3
2016,305704.4249975249,3
2017,312125.59616577567,3
2018,322070.2905350153,3
2019,336450.7977198811,3
2020,346358.1035072183,3
2021,366080.431272494,3
2022,391301.74708901515,3
2023,392473.77572367183,3
2024,393197.0305520819,3
2000,93091.38083386447,3
2001,95493.35863817256,3
2002,96451.38051231593,3
2003,97236.08292311186,3
2004,100716.78754687562,3
2005,107520.44221653124,3
2006,115736.63194482826,3
2007,120070.81999999708,3
2008,121137.19540171142,3
2009,117143.14829232804,3
2010,110165.34575892796,3
2011,104180.47693815333,3
2012,105615.57860357728,3
2013,112217.8810389806,3
2014,116491.34828781847,3
2015,118138.48008786365,3
2016,122757.06430786516,3
2017,126274.83846849644,3
2018,132559.77282905194,3
2019,137687.2948851508,3
2020,147282.2502017604,3
2021,170069.47979364794,3
2022,196819.09305178697,3
2023,206520.5678856343,3
2024,210705.3734686437,3
2000,76814.8717990493,3
2001,80690.76927549273,3
2002,82843.55994457014,3
2003,84143.23130097792,3
2004,88146.46270694879,3
2005,94348.02371141866,3
2006,100502.29755472892,3
2007,103742.89637021947,3
2008,104256.943499732,3
2009,101771.27700926234,3
2010,99614.78758484028,3
2011,98311.73859444378,3
2012,99666.60302105124,3
2013,101017.46812388532,3
2014,101712.30171326372,3
2015,103539.18855862916,3
2016,107756.50132610864,3
2017,111789.94753285924,3
2018,116970.38328612228,3
2019,121102.32030663131,3
2020,128051.33759599624,3
2021,146401.86736281333,3
2022,169047.06778758083,3
2023,177599.12875241786,3
2024,180689.4540337692,3
2000,108219.853170502,3
2001,114392.56980648173,3
2002,120365.3744508618,3
2003,128056.62315557634,3
2004,142529.44976650606,3
2005,178681.89901766618,3
2006,221080.86830095795,3
2007,226548.39825924725,3
2008,202979.10418734737,3
2009,171490.33018911327,3
2010,154684.40816157835,3
2011,138647.76369755628,3
2012,141759.54128594996,3
2013,155144.01476001844,3
2014,166382.84575240954,3
2015,175302.67658935592,3
2016,185037.52411411796,3
2017,196074.2457144062,3
2018,209749.80548428893,3
2019,222915.97779367285,3
2020,241964.9843645275,3
2021,299626.2053450046,3
2022,361032.07420361944,3
2023,358763.7197419467,3
2024,366452.48430458206,3
2000,208691.56077333807,3
2001,220617.7718357904,3
2002,244944.9133764429,3
2003,271719.4788489388,3
2004,315515.0339245635,3
2005,385243.5070810822,3
2006,424283.6258698811,3
2007,385127.61805409193,3
2008,320790.67321248405,3
2009,260267.47913481444,3
2010,253610.3478988608,3
2011,237420.78866123644,3
2012,230966.23994929588,3
2013,267845.73545567563,3
2014,304918.737036196,3
2015,331300.01155696507,3
2016,356739.92269196676,3
2017,382962.3459546822,3
2018,417875.54787890567,3
2019,429768.09216803126,3
2020,448783.39824210474,3
2021,520296.58551343455,3
2022,585538.9925386007,3
2023,576599.0198374755,3
2024,589831.9377863829,3
2000,171479.91594921707,3
2001,186192.95646228487,3
2002,195390.91948163463,3
2003,210929.0436781634,3
2004,223702.23048924343,3
2005,238511.10387868297,3
2006,255364.48266472504,3
2007,271047.9543796204,3
2008,272921.6234634932,3
2009,266735.74633238016,3
2010,260427.62483279008,3
2011,248030.78655882605,3
2012,243279.35124045465,3
2013,258423.36722923143,3
2014,274529.05593946343,3
2015,296241.69600355194,3
2016,315118.34755897755,3
2017,340162.88125410315,3
2018,364501.2252182819,3
2019,385605.1958075435,3
2020,407685.9618283197,3
2021,484661.1232285418,3
2022,576683.8421426456,3
2023,578699.8443854019,3
2024,588523.2857630207,3
2000,165029.13977300943,3
2001,179981.9341869785,3
2002,199128.15423597413,3
2003,224435.0569996787,3
2004,251867.4241836759,3
2005,283244.82683480985,3
2006,303633.56889402244,3
2007,300689.1023052126,3
2008,285486.77994165395,3
2009,263730.97953167907,3
2010,253068.66892316076,3
2011,241000.0244735496,3
2012,228854.986543104,3
2013,230507.43618475067,3
2014,235160.1460267609,3
2015,236689.53992793255,3
2016,240123.5817615821,3
2017,246549.19478845736,3
2018,252215.37602919491,3
2019,254745.40836172065,3
2020,266022.39840950596,3
2021,308956.6519573684,3
2022,343417.1022448975,3
2023,368191.2355274107,3
2024,390526.6437884003,3
2000,126131.52621299974,3
2001,139849.1355335927,3
2002,153804.52446479787,3
2003,174749.07204106016,3
2004,204739.78792579813,3
2005,240924.9766365765,3
2006,271803.98226916994,3
2007,271157.4841706511,3
2008,254991.15212101792,3
2009,223006.12708771488,3
2010,198877.5504524125,3
2011,187251.44618423755,3
2012,182305.2787912417,3
2013,188327.33085243692,3
2014,195988.18055691497,3
2015,203277.80001357125,3
2016,210316.595356653,3
2017,217200.86751451064,3
2018,224209.49900631668,3
2019,234959.24211287373,3
2020,248288.6958209157,3
2021,291219.5515429287,3
2022,334761.7917017507,3
2023,350939.8658195816,3
2024,360853.3856914727,3
2000,105715.9881507695,3
2001,113257.87868381376,3
2002,122594.73462335872,3
2003,135102.3325154513,3
2004,147728.75050488414,3
2005,181927.0468714516,3
2006,219488.09708280503,3
2007,212102.65879436315,3
2008,180250.8531064689,3
2009,150074.0875245925,3
2010,137714.16898289052,3
2011,126639.25063883512,3
2012,124396.78831665889,3
2013,134700.75853214314,3
2014,147333.04453796434,3
2015,158821.22848108265,3
2016,184494.20167710155,3
2017,198470.5101569364,3
2018,212506.4303138452,3
2019,222775.03554849015,3
2020,236785.3599410559,3
2021,279274.11272719293,3
2022,352135.45018532407,3
2023,366045.2581195743,3
2024,372284.88794730336,3
2000,90653.07283457028,3
2001,96154.22126715032,3
2002,99824.35606296782,3
2003,103243.91122581776,3
2004,108212.46988106862,3
2005,112447.00719874648,3
2006,117910.25333758876,3
2007,123227.30247347894,3
2008,122069.67747447944,3
2009,114701.58795597852,3
2010,106792.45751726684,3
2011,99146.53465653992,3
2012,96917.40176149303,3
2013,100470.06609158182,3
2014,105011.0466953802,3
2015,108237.42579858722,3
2016,112456.17821387688,3
2017,116109.58665302806,3
2018,125095.06843514027,3
2019,133218.9756725719,3
2020,143158.5454284059,3
2021,167304.13745716584,3
2022,199876.86793352143,3
2023,212793.693155916,3
2024,220535.6969224594,3
2000,207248.49336595988,3
2001,223939.1441703364,3
2002,243883.047746603,3
2003,278401.69010317035,3
2004,342984.09675864,3
2005,435045.21837712696,3
2006,509480.6247207833,3
2007,510527.0033345745,3
2008,489658.74142949545,3
2009,448928.34059846966,3
2010,435586.8690389409,3
2011,433165.3408552823,3
2012,434135.0751397794,3
2013,471175.57090628543,3
2014,518417.1423565123,3
2015,506159.75448865193,3
2016,526403.4019605982,3
2017,554217.7398376584,3
2018,582493.0539117452,3
2019,598578.4633206042,3
2020,625137.0459196559,3
2021,710722.664028319,3
2022,846184.3211308203,3
2023,860679.3165169564,3
2024,869033.9271160802,3
2000,96339.0718618762,3
2001,100512.21082685924,3
2002,104345.21010205025,3
2003,107879.14427704192,3
2004,111969.73934945678,3
2005,119924.32998852809,3
2006,118490.660172847,3
2007,120533.79031129747,3
2008,121480.03656869764,3
2009,116247.45235174068,3
2010,114737.16826433528,3
2011,114197.94608964185,3
2012,115681.34715714592,3
2013,119332.17095887764,3
2014,123453.0911090996,3
2015,127040.49083832029,3
2016,132681.42598748315,3
2017,137109.1820471823,3
2018,142602.66819804985,3
2019,148799.9505398353,3
2020,155418.84121727158,3
2021,170398.5714977138,3
2022,190365.79970704037,3
2023,197952.77936081096,3
2024,201388.2336266362,3
2000,101292.63169536764,3
2001,120726.84574096008,3
2002,124498.6211621541,3
2003,127916.13115510736,3
2004,134148.8361008215,3
2005,139806.00581158986,3
2006,153310.27299932326,3
2007,163234.86967230766,3
2008,169899.44109504484,3
2009,187556.7260309545,3
2010,173249.81010218733,3
2011,157802.6467329472,3
2012,158979.3861595713,3
2013,168304.03659024218,3
2014,174305.28446661227,3
2015,182243.69290460495,3
2016,193718.22153784183,3
2017,207254.16858367977,3
2018,226566.0496110581,3
2019,247522.1262329181,3
2020,277561.25884217035,3
2021,363037.7444169558,3
2022,432570.50055551063,3
2023,421321.0243932264,3
2024,427185.02929679095,3
2000,82339.64036338088,3
2001,87699.33422094835,3
2002,93267.95991689686,3
2003,97102.04558232338,3
2004,103678.03107847752,3
2005,109496.03209759694,3
2006,114455.47612268224,3
2007,116701.06254694823,3
2008,114174.0567650293,3
2009,107791.89248151764,3
2010,104235.45272639832,3
2011,101041.42983857816,3
2012,100873.103024196,3
2013,101475.8441778996,3
2014,102198.84041916244,3
2015,103538.31612898846,3
2016,106051.2867845956,3
2017,109545.83304058638,3
2018,114069.2491028186,3
2019,116744.02650177803,3
2020,120912.29897542302,3
2021,132646.5331127727,3
2022,147070.0984674662,3
2023,152697.84805056007,3
2024,157298.9392871256,3
2000,98566.12900975348,3
2001,107980.2206026295,3
2002,109629.52676340216,3
2003,110979.27847064586,3
2004,113168.59775697136,3
2005,114171.64617803984,3
2006,115784.93595540347,3
2007,116056.51402048864,3
2008,115380.96747190054,3
2009,107080.004725412,3
2010,103550.22128586986,3
2011,101276.24210186324,3
2012,100460.40409396571,3
2013,102662.87356831068,3
2014,105534.98399068418,3
2015,109198.32222551868,3
2016,113762.28425380075,3
2017,119129.84889724446,3
2018,126841.81538244168,3
2019,134682.04647858528,3
2020,144774.08485355694,3
2021,165866.68898574755,3
2022,187178.0883225064,3
2023,196178.04864105105,3
2024,201259.9234812518,3
2000,84520.42141052234,3
2001,88590.99491773457,3
2002,92332.63933575322,3
2003,94544.24402851592,3
2004,102786.87187449502,3
2005,111236.2892801023,3
2006,111474.4135581538,3
2007,115771.18976663388,3
2008,117960.19030001343,3
2009,117123.61287634895,3
2010,111151.11677888286,3
2011,107935.89269276314,3
2012,108247.8614546553,3
2013,108564.56765404256,3
2014,110379.69312616596,3
2015,113655.78764396175,3
2016,115229.23015035382,3
2017,117130.61501573464,3
2018,120961.11192184711,3
2019,126061.767589338,3
2020,133702.52647400988,3
2021,150804.38478216063,3
2022,168860.17740751465,3
2023,176329.0243461281,3
2024,179328.66883021482,3
2000,88518.3943335095,3
2001,92652.3301206958,3
2002,95178.22829244404,3
2003,97705.99959242957,3
2004,100796.882038551,3
2005,106043.5691209429,3
2006,110040.1066333703,3
2007,112645.00826918962,3
2008,113076.30126982,3
2009,109237.29204674438,3
2010,106463.6640268445,3
2011,103941.31928007092,3
2012,104322.99246748228,3
2013,105356.14801216371,3
2014,107405.27707367842,3
2015,110564.5627365268,3
2016,115005.0967693824,3
2017,119767.25552787849,3
2018,126393.1694789833,3
2019,132063.35519288783,3
2020,141105.89838797596,3
2021,162397.91742705018,3
2022,186376.40064133587,3
2023,197084.8799219363,3
2024,202377.06044348795,3
2000,92281.39531114449,3
2001,96581.92273421638,3
2002,104622.18231757278,3
2003,111014.7853975476,3
2004,117984.73613800356,3
2005,124584.97283740716,3
2006,134697.87130851357,3
2007,139157.41861054485,3
2008,139998.2256527844,3
2009,138693.13519768973,3
2010,133813.24988409271,3
2011,129113.91356919151,3
2012,129484.19087851474,3
2013,131897.64832147022,3
2014,134894.48322260962,3
2015,139339.62876638584,3
2016,142561.65496338156,3
2017,145406.06206768766,3
2018,148360.18963535372,3
2019,151241.58151963516,3
2020,156653.02219323965,3
2021,168141.41681712182,3
2022,184768.6136001459,3
2023,186668.01407726735,3
2024,186256.845519092,3
2000,188296.6849951359,3
2001,213664.7919052599,3
2002,241742.7358474696,3
2003,274293.6453503663,3
2004,307031.0821990754,3
2005,338419.8770793924,3
2006,347651.6315319315,3
2007,337446.0405038666,3
2008,322096.05557109177,3
2009,304184.4265959703,3
2010,302889.4793817899,3
2011,294632.4969370662,3
2012,288219.26004951744,3
2013,297686.50860133435,3
2014,310102.65646452416,3
2015,320007.35470024444,3
2016,337361.2905231862,3
2017,357273.5359578896,3
2018,380628.6150801735,3
2019,395734.84226548794,3
2020,417745.39982507547,3
2021,495536.74708759104,3
2022,574493.2801036002,3
2023,600793.3126750537,3
2024,626128.1691962945,3
2000,121372.0573203032,3
2001,128420.28001142223,3
2002,137683.2479339128,3
2003,151519.87094880006,3
2004,174350.63729795764,3
2005,208359.2540831601,3
2006,223465.93902878376,3
2007,233191.7155880982,3
2008,224357.5034324651,3
2009,202957.8012996241,3
2010,192551.792408864,3
2011,184691.3138166122,3
2012,175540.69883181917,3
2013,181372.62969452987,3
2014,187176.2547566398,3
2015,189477.6946845869,3
2016,193028.76914539613,3
2017,198535.44596605923,3
2018,207243.92764656444,3
2019,213818.8522347126,3
2020,224525.59101356415,3
2021,257038.9988763203,3
2022,285994.35393211525,3
2023,296088.53373177885,3
2024,302620.22216328385,3
2000,97929.27972165529,3
2001,107290.52411748582,3
2002,118119.70799797765,3
2003,129728.55866577674,3
2004,146663.80072010274,3
2005,164416.9540387173,3
2006,171751.95729506022,3
2007,172462.30468874797,3
2008,169886.22494488768,3
2009,160709.32443308487,3
2010,155844.05927596972,3
2011,153317.42954068707,3
2012,152345.95938042834,3
2013,154311.35303934722,3
2014,157486.93121974845,3
2015,160724.930260838,3
2016,167371.62957065768,3
2017,177853.1536495754,3
2018,189642.63376626887,3
2019,199211.4000955709,3
2020,217016.5099575615,3
2021,263035.45970018144,3
2022,303703.6959536804,3
2023,326142.7564366934,3
2024,340842.64887738455,3
2000,102569.979092745,3
2001,108629.88773017203,3
2002,113073.5457018997,3
2003,116528.17183447244,3
2004,121011.11872511814,3
2005,125370.75052335794,3
2006,126586.25303622344,3
2007,122944.81309172804,3
2008,114627.22633009368,3
2009,103516.70677935224,3
2010,98892.02050085364,3
2011,94252.52732352263,3
2012,94736.57207436896,3
2013,101115.80655324557,3
2014,108002.94221255564,3
2015,112716.2201169996,3
2016,118850.8824532672,3
2017,127095.29354010738,3
2018,137208.91987080642,3
2019,144921.8620397484,3
2020,154249.7575651303,3
2021,179287.78997338997,3
2022,202041.58723792876,3
2023,209879.79974948897,3
2024,216539.44296997203,3
2000,110710.7642645822,3
2001,126432.11677047708,3
2002,136812.23392997982,3
2003,146323.7348434193,3
2004,155235.1090458152,3
2005,161610.8560918692,3
2006,164784.7655063466,3
2007,161810.71378504325,3
2008,156728.66021155068,3
2009,146479.6606885344,3
2010,140030.77823945193,3
2011,130671.66369000092,3
2012,128157.58511243598,3
2013,134347.08941192686,3
2014,139711.33062149183,3
2015,145053.57401815325,3
2016,153681.06318441394,3
2017,162249.80363835968,3
2018,171387.28487508683,3
2019,179910.69294811628,3
2020,189878.77633744947,3
2021,214695.7983484897,3
2022,240124.1936267655,3
2023,247651.28942629477,3
2024,251982.88925819407,3
2000,90507.72287510944,3
2001,95282.32532453122,3
2002,100356.49979880704,3
2003,105101.96928149546,3
2004,107865.66124660616,3
2005,114550.4221699523,3
2006,121273.5934900436,3
2007,123044.93677071408,3
2008,119159.51839037777,3
2009,114434.04418695372,3
2010,112162.96414843397,3
2011,107478.37074437265,3
2012,104805.50492423931,3
2013,107299.36511904502,3
2014,109843.0658533549,3
2015,113184.5636024428,3
2016,116779.81571103555,3
2017,121310.21107700311,3
2018,126714.62947227624,3
2019,132928.0869496181,3
2020,141416.69564726338,3
2021,161873.82952708477,3
2022,185666.21666095487,3
2023,195082.3299007556,3
2024,200074.56265793525,3
2003,101797.06554760826,3
2004,102728.46108210889,3
2005,108773.0996270926,3
2006,117156.7191706594,3
2007,121859.65359159945,3
2008,117753.6491377163,3
2009,124424.83543185492,3
2010,128430.13731514208,3
2011,124940.09699942528,3
2012,112087.24815040562,3
2013,110758.17680196978,3
2014,113043.030679537,3
2015,119194.65055720872,3
2016,115115.01580887663,3
2017,116258.40602464056,3
2018,119796.6458801117,3
2019,124248.17025605166,3
2020,129383.3593801494,3
2021,145454.96630344726,3
2022,161210.2508170801,3
2023,164169.20022593642,3
2024,166203.96466299053,3
2005,201296.5109698043,3
2006,211300.6915190832,3
2007,207390.58623553952,3
2008,198219.18179766423,3
2009,209320.00260139143,3
2010,206499.93663156708,3
2011,197348.9341732192,3
2012,187942.1936092294,3
2013,197262.49631583327,3
2014,206881.4165002996,3
2015,218103.2894718389,3
2016,231019.81311449345,3
2017,243369.16967120164,3
2018,258646.6979818328,3
2019,272917.3839607075,3
2020,294393.6619153428,3
2021,364129.2725423488,3
2022,438300.6948449196,3
2023,442582.976943203,3
2024,454867.8305155197,3
2000,108893.64173116176,3
2001,114900.91804770628,3
2002,118462.18492377843,3
2003,123345.6550613896,3
2004,127729.4994546308,3
2005,136640.24869204385,3
2006,146961.33031864313,3
2007,154200.1704114877,3
2008,156456.2425926334,3
2009,153128.39605872065,3
2010,146988.401822582,3
2011,140552.62182089983,3
2012,138871.58819101477,3
2013,139251.263673744,3
2014,141529.52178634363,3
2015,144246.99057341268,3
2016,146622.4490756802,3
2017,152949.86477826152,3
2018,161939.46566793777,3
2019,170404.92300020767,3
2020,181659.10770963575,3
2021,216282.71616125852,3
2022,257041.8837779453,3
2023,272758.6916719707,3
2024,280338.1506808828,3
2009,150354.34926373578,3
2010,145850.1595908671,3
2011,151213.35983830097,3
2012,164852.10807641037,3
2013,188276.3030383791,3
2014,201385.30549376385,3
2015,215933.99957805529,3
2016,207321.67500156903,3
2017,202200.10741085556,3
2018,198913.1369285365,3
2019,201225.7394173217,3
2020,207027.73027737613,3
2021,217917.6668730359,3
2022,232243.7676553454,3
2023,240291.2097228977,3
2024,243370.74349212708,3
2000,103764.08666119423,3
2001,107662.62842505243,3
2002,111211.70244627664,3
2003,110876.84901281446,3
2004,110626.79402321596,3
2005,116149.51029918484,3
2006,116771.34265756371,3
2007,117581.1232988106,3
2008,118122.1666099926,3
2009,118352.73863821132,3
2010,119366.4545459418,3
2011,116474.28347041844,3
2012,116856.62668418742,3
2013,120829.71607077178,3
2014,125557.78521987534,3
2015,131522.83390496732,3
2016,138516.34299052483,3
2017,145347.40919246135,3
2018,153960.3948674573,3
2019,161332.47674754827,3
2020,169594.1215082665,3
2021,189591.05451626243,3
2022,212484.47490662045,3
2023,221428.73135518713,3
2024,226017.82887244015,3
2000,117706.8957269493,3
2001,132654.13719095074,3
2002,149605.5058268657,3
2003,169406.2822547053,3
2004,190208.54303668693,3
2005,209817.96597707647,3
2006,220540.65282479604,3
2007,218056.6222138754,3
2008,207981.78658434775,3
2009,194053.10422946687,3
2010,188184.5839274293,3
2011,182526.45732778285,3
2012,181086.35495940747,3
2013,183887.66725001225,3
2014,187729.1424593859,3
2015,193033.7001646812,3
2016,199865.02875510752,3
2017,211503.6059251112,3
2018,225857.94305659612,3
2019,236295.65207780467,3
2020,255436.45752516072,3
2021,307851.61736113444,3
2022,357927.7475974056,3
2023,381567.76967862627,3
2024,397859.86172248214,3
2000,121859.76503592783,3
2001,132808.8184066948,3
2002,147007.06899081852,3
2003,169775.90574586875,3
2004,200495.4767786622,3
2005,237742.04923456511,3
2006,269901.13064264617,3
2007,269886.603498987,3
2008,256472.75391176253,3
2009,235017.0845617963,3
2010,224320.006200642,3
2011,211000.15711123575,3
2012,204522.8054408565,3
2013,209127.32787346008,3
2014,214161.3576722985,3
2015,214341.97403502703,3
2016,216954.00816686425,3
2017,221005.655688847,3
2018,230735.9785405505,3
2019,238517.94211730143,3
2020,252185.9070635024,3
2021,304098.52626098937,3
2022,359210.3377253058,3
2023,383087.8507296036,3
2024,400056.2076118209,3
2002,166467.45796986116,3
2003,173378.846048383,3
2004,188215.10637643095,3
2005,207260.7382555163,3
2006,230625.1617429285,3
2007,248138.31730360584,3
2008,248883.09936511345,3
2009,210883.4493712524,3
2010,186858.06166712748,3
2011,176500.41263530607,3
2012,172512.0470214208,3
2013,168902.2493687517,3
2014,170145.7524924119,3
2015,171637.65736139537,3
2016,166263.57340861353,3
2017,170024.3598998161,3
2018,178492.0495743424,3
2019,188107.6337959642,3
2020,202424.02774694772,3
2021,231717.49186071428,3
2022,260918.0294179103,3
2023,271222.540233776,3
2024,278642.45076439605,3
2000,160527.39310856164,3
2001,170224.14839468937,3
2002,182569.23414934392,3
2003,201179.77557107928,3
2004,248899.83317863123,3
2005,317476.62735872786,3
2006,341517.23031560495,3
2007,298999.9512051978,3
2008,243349.17198951333,3
2009,183111.56859965748,3
2010,158808.77723972773,3
2011,142118.69462017977,3
2012,140673.1773073761,3
2013,162703.44839316222,3
2014,185172.68313396964,3
2015,200293.67284997783,3
2016,219586.04955103167,3
2017,238433.3626483504,3
2018,264880.75579843245,3
2019,285129.9241489965,3
